N,P,K,Temperature,Humidity,pH,Rainfall,Label
20,53,39,26.77958035,65.06851906,6.65944684,438.5039087,Kacang Hijau
30,52,36,25.96876492,78.11268561,6.387136683,1081.175959,Kacang Hijau
20,42,37,26.98114567,65.41487833,6.885492296,630.9808617,Kacang Hijau
25,50,37,25.17506638,61.53616853,6.874919344,484.6086946,Kacang Hijau
30,54,39,25.10492622,54.00083193,6.618125231,1022.013255,Kacang Hijau
25,52,33,25.63142303,71.92767979,6.985825812,790.3180647,Kacang Hijau
21,40,37,25.14408865,59.71798653,6.938232183,1046.063613,Kacang Hijau
28,42,37,26.52629477,76.35838196,6.051199443,886.6037506,Kacang Hijau
21,43,31,26.62620126,71.57575973,6.146362451,645.9721113,Kacang Hijau
22,44,37,25.95060398,71.25366141,6.84996797,463.931234,Kacang Hijau
28,49,37,26.41668805,63.96619781,6.01621909,821.4500315,Kacang Hijau
27,41,37,25.37543735,58.0814127,6.88485546,751.5803791,Kacang Hijau
29,47,37,26.44377915,72.50843243,6.053899251,505.1203175,Kacang Hijau
25,58,33,26.50356357,59.01767673,6.250932427,1031.591805,Kacang Hijau
25,59,32,26.15872392,54.66417453,6.561832336,946.0061608,Kacang Hijau
26,54,34,26.41367841,61.72598822,6.987424912,895.7353848,Kacang Hijau
30,54,39,25.38908578,72.48205502,6.561265237,1007.957251,Kacang Hijau
22,42,38,25.36914202,56.84361853,6.17435023,1004.037098,Kacang Hijau
26,41,36,26.39119498,51.36651416,6.857823991,1020.325258,Kacang Hijau
28,47,33,25.74789535,65.55079762,6.038852249,684.8193091,Kacang Hijau
29,45,36,26.11860127,50.04315567,6.637516356,632.4008871,Kacang Hijau
20,59,30,25.09845252,63.51438711,6.941882028,639.3987292,Kacang Hijau
27,57,30,26.09572482,73.35477074,6.412522288,1080.280457,Kacang Hijau
26,49,30,25.26175593,70.10593632,6.842921639,919.5662258,Kacang Hijau
24,45,39,26.96884037,61.74572974,6.327273665,643.281059,Kacang Hijau
30,58,39,25.37053969,58.12513398,6.158893371,768.808371,Kacang Hijau
27,57,34,25.45455849,58.98531315,6.877200081,427.557947,Kacang Hijau
27,53,37,26.01742083,73.14975987,6.149924471,409.1250143,Kacang Hijau
27,45,32,25.41878264,58.67829096,6.459316998,415.6856393,Kacang Hijau
22,44,36,25.36127087,50.15443265,6.677031521,858.2097574,Kacang Hijau
27,40,34,25.92506089,66.46534477,6.346677887,826.0917092,Kacang Hijau
21,58,34,26.03457422,52.32246137,6.676109288,1004.661603,Kacang Hijau
25,57,31,25.68667955,67.93228688,6.35750361,905.1997082,Kacang Hijau
20,43,36,26.3363818,76.74090097,6.403912147,485.4807503,Kacang Hijau
23,41,39,25.47857659,54.57435455,6.254308577,1011.43119,Kacang Hijau
27,59,31,25.52328912,69.94688574,6.512058695,589.8217328,Kacang Hijau
25,44,31,26.53496444,55.65692505,6.606740383,869.6510805,Kacang Hijau
25,45,35,25.61059401,52.65935494,6.319416426,738.2896872,Kacang Hijau
25,58,35,26.30744354,67.45855952,6.38545141,986.2990804,Kacang Hijau
24,57,36,25.2954339,73.35721375,6.613047225,811.957633,Kacang Hijau
22,46,31,26.01891651,73.68147777,6.927034729,1039.720716,Kacang Hijau
24,49,38,25.99355018,53.15291117,6.635393023,619.6302474,Kacang Hijau
26,51,31,25.1234182,76.39557848,6.134059932,951.299035,Kacang Hijau
21,57,31,26.77281519,60.52517197,6.055409976,839.4501337,Kacang Hijau
24,52,33,26.52177636,50.02750398,6.796485013,994.6809067,Kacang Hijau
23,56,39,25.18176776,73.48957303,6.112372724,697.9058409,Kacang Hijau
25,45,30,26.27526411,51.23831501,6.876195746,969.2627787,Kacang Hijau
23,43,39,25.97856129,62.11952891,6.936209955,567.063855,Kacang Hijau
25,49,36,25.14236573,72.72593383,6.126429419,1080.545316,Kacang Hijau
21,56,36,25.75275188,61.56301189,6.103379833,706.2794998,Kacang Hijau
21,40,39,26.0996879,75.01465739,6.356859414,687.9421607,Kacang Hijau
21,46,32,26.57420535,77.98340586,6.477706097,1011.218877,Kacang Hijau
20,47,33,26.07143796,74.19670144,6.190600174,673.8844955,Kacang Hijau
22,55,38,25.51300345,65.78016071,6.00088222,711.0256597,Kacang Hijau
29,46,31,25.60070948,73.44706528,6.245504425,1035.046545,Kacang Hijau
26,50,31,25.965763,53.72832319,6.565692666,437.8903761,Kacang Hijau
21,41,33,26.42594249,56.85262719,6.332748844,886.4247255,Kacang Hijau
28,40,35,26.58854714,76.20870438,6.805164768,504.801519,Kacang Hijau
29,47,35,25.30918033,60.69116765,6.059568541,1004.678545,Kacang Hijau
21,41,36,25.34465915,69.93342545,6.875828457,836.0756947,Kacang Hijau
25,52,37,25.25099368,74.12285334,6.875786841,1050.287378,Kacang Hijau
21,51,39,26.86238769,72.4416413,6.077261691,573.4605524,Kacang Hijau
29,41,35,25.71550837,75.50908636,6.850464847,639.5502408,Kacang Hijau
30,49,39,26.31723877,56.62657522,6.254011215,895.303727,Kacang Hijau
21,51,39,25.07963803,75.76301417,6.805533815,510.6880719,Kacang Hijau
24,57,38,25.14732926,70.45462851,6.742079526,781.5504732,Kacang Hijau
21,40,35,25.5826639,65.81093907,6.574734685,431.5333123,Kacang Hijau
27,53,33,26.84094236,64.35315678,6.61641568,401.2450398,Kacang Hijau
25,42,34,25.43394389,62.26957971,6.89863723,688.473066,Kacang Hijau
22,40,38,26.17243834,75.97404689,6.360513459,441.1294947,Kacang Hijau
27,54,36,26.5468917,54.31235036,6.02818063,632.0677501,Kacang Hijau
24,43,35,26.46812122,74.89454562,6.183898703,910.7901587,Kacang Hijau
23,58,36,26.63983096,65.00022926,6.706962196,965.7738295,Kacang Hijau
22,56,40,26.95200741,73.14816802,6.030731811,665.2597403,Kacang Hijau
20,43,34,26.0334825,61.16133287,6.001394197,404.178324,Kacang Hijau
21,44,31,25.43383667,70.07528221,6.97178548,430.8030946,Kacang Hijau
20,43,35,25.30662295,66.62640408,6.536174156,591.4109437,Kacang Hijau
29,53,36,25.75298078,72.3983494,6.149380245,1092.91824,Kacang Hijau
30,52,35,26.51958132,70.09230917,6.183491045,1065.218078,Kacang Hijau
29,49,35,26.84776827,76.30143493,6.774096133,775.8085597,Kacang Hijau
21,56,36,26.87934569,70.31525901,6.681821638,756.4069938,Kacang Hijau
28,44,34,25.2005309,50.80095471,6.054037777,1028.340397,Kacang Hijau
23,45,32,26.40728735,65.84664031,6.936994368,423.1792014,Kacang Hijau
25,50,36,26.38410574,75.93142295,6.579940999,724.7618295,Kacang Hijau
23,49,37,25.55721526,55.90327751,6.176160644,526.5425957,Kacang Hijau
28,46,36,25.34307059,61.1961004,6.112459902,923.2008157,Kacang Hijau
20,40,39,26.15550585,70.78726626,6.589863866,656.4637694,Kacang Hijau
26,44,31,26.128025,77.21144801,6.915274858,938.8045703,Kacang Hijau
27,58,32,26.05969868,74.60671694,6.074294487,716.4303869,Kacang Hijau
23,53,37,25.78566806,51.09222297,6.33480467,566.3664899,Kacang Hijau
27,58,31,26.77570042,74.87384771,6.15967342,465.923349,Kacang Hijau
30,52,31,25.17604063,67.82758759,6.293386426,767.6907531,Kacang Hijau
21,51,30,25.48180218,73.43200339,6.672103542,693.2163358,Kacang Hijau
28,41,35,26.97565063,57.80041863,6.852085606,719.1692553,Kacang Hijau
30,55,34,26.208099,69.7350186,6.766154501,581.7949158,Kacang Hijau
24,54,37,26.00421559,73.23939663,6.739189211,635.2487763,Kacang Hijau
26,42,36,25.36109596,73.29949772,6.535268469,473.0156502,Kacang Hijau
23,52,39,25.3822454,71.74335693,6.077570471,458.4502946,Kacang Hijau
23,59,32,26.25143107,60.65739431,6.158013976,859.1268835,Kacang Hijau
26,56,39,15.26529112,57.67994472,7.267713942,412.2636113,Kacang Tanah
27,42,39,23.25692169,44.50519264,7.298857871,543.3412838,Kacang Tanah
23,52,38,15.02059964,52.95699117,6.194883108,389.8997489,Kacang Tanah
24,45,34,21.02125329,52.61341286,6.445191401,424.713174,Kacang Tanah
20,49,34,18.64067866,55.98334318,5.718227044,355.700408,Kacang Tanah
29,46,34,13.97518261,60.63001241,6.094920014,425.5737391,Kacang Tanah
27,49,32,14.4949038,45.60621974,6.796729444,428.4939656,Kacang Tanah
26,40,32,13.47372586,60.007153,5.900757819,519.8433818,Kacang Tanah
24,59,38,16.0895442,58.38047883,7.126574317,444.7357119,Kacang Tanah
27,41,38,21.41657747,43.42302759,6.671028734,542.9091898,Kacang Tanah
27,60,40,22.74772071,64.92429859,5.988227285,563.8710001,Kacang Tanah
22,43,40,13.61407354,63.88504146,7.520309065,517.1526896,Kacang Tanah
26,44,31,22.71633616,62.66200969,5.902854243,584.9638267,Kacang Tanah
22,55,34,14.57627139,62.63794815,6.575570409,494.2528365,Kacang Tanah
25,42,39,20.23578037,73.03309402,6.618231263,363.8432412,Kacang Tanah
24,57,37,23.37177556,68.27627422,7.17138803,558.5104842,Kacang Tanah
28,42,31,20.24386126,66.97619239,6.118752114,459.0374324,Kacang Tanah
21,45,33,17.66078343,67.56021423,6.118435322,391.5344159,Kacang Tanah
23,52,32,12.60035563,44.91194383,5.874447156,455.2604692,Kacang Tanah
26,58,36,16.81152112,51.68204764,7.534055087,560.1760722,Kacang Tanah
22,57,38,15.13453668,51.61205301,6.634222564,515.0873443,Kacang Tanah
21,56,30,13.63302708,51.36823424,6.617612375,433.1932295,Kacang Tanah
22,41,33,12.20920312,69.10519945,7.230201173,492.300552,Kacang Tanah
25,60,30,22.05345014,43.88797892,6.549338585,424.1201532,Kacang Tanah
26,48,35,17.32778958,54.44645736,5.978314007,508.9288397,Kacang Tanah
21,48,40,12.22074028,60.96611693,7.296014454,407.4658969,Kacang Tanah
27,49,35,15.31751223,73.97903148,5.900562478,556.5483195,Kacang Tanah
25,44,31,17.45517198,54.65518333,5.636049034,488.0250298,Kacang Tanah
24,59,33,13.88357698,73.20235537,5.93730194,552.5781933,Kacang Tanah
24,42,31,23.2419663,51.14317299,7.045403079,451.8939743,Kacang Tanah
21,50,30,22.7988705,71.55553644,6.916724266,363.9899509,Kacang Tanah
26,56,36,14.14521891,63.00467895,6.751729029,567.2642374,Kacang Tanah
23,42,36,16.01431925,60.90363945,6.65791815,492.1938469,Kacang Tanah
22,44,38,17.66567064,56.08079596,5.891850731,506.9721494,Kacang Tanah
23,45,31,12.18546178,55.68125516,6.767788827,391.6480451,Kacang Tanah
20,56,40,18.26086767,72.97338708,7.231314362,528.6636799,Kacang Tanah
26,41,40,17.11884881,46.62127696,6.451690608,555.6780187,Kacang Tanah
28,56,35,16.60349989,60.75224374,6.880758153,394.1046803,Kacang Tanah
27,43,40,17.1048233,53.6159594,6.348905842,377.6780723,Kacang Tanah
26,50,34,14.51680997,59.65060344,6.343535529,364.9352877,Kacang Tanah
25,44,34,13.36408751,63.26845615,7.4249853,583.9087291,Kacang Tanah
28,54,38,13.76182347,42.9919504,6.789630728,409.1135007,Kacang Tanah
26,51,39,22.62308542,55.27135794,6.708732816,515.087428,Kacang Tanah
21,60,38,22.08676219,44.07308049,7.449901066,507.0643039,Kacang Tanah
29,58,39,20.0799495,53.66634009,7.028621029,501.9718758,Kacang Tanah
27,52,35,17.8087148,70.32501378,6.662475546,482.6410065,Kacang Tanah
21,57,34,14.76294279,67.02190973,7.400971388,512.9910933,Kacang Tanah
22,49,31,18.08453693,61.24659441,7.182041378,475.4797943,Kacang Tanah
25,52,35,20.48023291,60.60818566,7.185807007,591.9590536,Kacang Tanah
26,50,35,19.5497044,50.05949529,6.811501663,469.0673713,Kacang Tanah
21,53,36,13.14943967,61.75276178,6.380556607,507.0232431,Kacang Tanah
25,47,36,21.82399874,49.00975382,7.004909025,409.9585531,Kacang Tanah
27,54,37,23.25027639,48.84924683,6.938007775,504.3078867,Kacang Tanah
21,56,35,15.3855994,49.33991247,7.064628212,422.2833496,Kacang Tanah
23,56,37,20.54952338,62.21199436,6.602334165,414.9738215,Kacang Tanah
22,58,33,17.82971682,65.42901601,6.863410103,461.3148064,Kacang Tanah
25,53,32,20.88250927,69.133612,6.928372478,598.943482,Kacang Tanah
28,52,33,14.61091009,71.66541074,6.844788804,567.0656623,Kacang Tanah
23,49,34,18.04110581,66.92792249,6.499515927,579.3162049,Kacang Tanah
22,53,31,12.04502825,45.32502355,7.196641777,518.0090005,Kacang Tanah
21,52,31,13.42882531,57.39399564,6.08858092,476.9546726,Kacang Tanah
24,44,38,14.33570192,73.01172463,7.104112436,375.3209228,Kacang Tanah
30,42,31,14.41934655,44.47976894,7.513979361,366.4150329,Kacang Tanah
20,50,32,17.88653585,53.19749732,6.306978966,366.2425493,Kacang Tanah
21,42,36,14.81124707,43.91236832,5.827426638,450.4063365,Kacang Tanah
24,44,39,15.24781791,61.68629633,6.191342668,395.4313864,Kacang Tanah
21,52,37,17.1618648,54.24082188,6.85796193,487.7884507,Kacang Tanah
29,43,37,20.90542101,42.21929004,6.104764862,455.6495734,Kacang Tanah
30,49,40,19.37958001,60.95755572,7.409577825,415.9974577,Kacang Tanah
28,50,32,17.69566672,59.04351155,6.587065521,564.7380767,Kacang Tanah
21,40,34,15.9717532,50.93301932,6.425257655,514.2716935,Kacang Tanah
29,42,38,15.08619954,70.46049231,5.939909019,569.4377123,Kacang Tanah
27,51,38,18.36314731,44.93143583,7.03796985,460.4138327,Kacang Tanah
30,56,38,15.86176845,43.36190644,7.552301325,599.7279954,Kacang Tanah
25,59,31,23.02388161,55.93222093,7.058966118,481.4200245,Kacang Tanah
22,57,37,23.45362744,44.25775322,7.437936482,592.590063,Kacang Tanah
28,43,33,23.70679234,62.3177526,7.028937636,472.9609523,Kacang Tanah
23,52,36,17.07212982,62.36935904,5.70144269,596.584075,Kacang Tanah
28,49,32,19.31479837,74.81245582,7.16629635,592.1168872,Kacang Tanah
26,46,36,12.24234411,65.69186682,5.918575444,531.0863812,Kacang Tanah
22,48,36,21.94308123,67.15388488,6.670051207,439.9135318,Kacang Tanah
24,46,38,18.20684841,46.35425902,7.37042579,393.4907534,Kacang Tanah
27,41,33,16.0699124,53.825965,7.461121325,558.1704432,Kacang Tanah
28,57,32,20.60726266,53.63550836,7.345250769,376.690245,Kacang Tanah
20,43,39,17.52484438,64.97823226,6.229190113,449.4664208,Kacang Tanah
26,48,33,13.85782594,43.25381354,7.309810107,423.2096665,Kacang Tanah
26,45,32,19.58210116,45.78147492,7.496826175,521.871217,Kacang Tanah
27,58,39,23.31567655,46.92517125,5.717907375,406.6983767,Kacang Tanah
25,54,39,22.37241921,51.43362311,7.173522131,416.5628506,Kacang Tanah
27,51,39,18.75404645,50.69598227,6.10908539,583.6570322,Kacang Tanah
28,40,35,20.24251974,72.94347942,6.460637278,365.161175,Kacang Tanah
24,56,37,12.10156276,60.25508859,7.187360246,438.8465291,Kacang Tanah
27,48,31,14.01599557,73.79954744,6.693707865,515.4546689,Kacang Tanah
28,56,32,12.45294156,71.80486823,5.878006154,429.3495375,Kacang Tanah
26,48,33,20.62384423,63.50109717,6.252889139,471.2308461,Kacang Tanah
21,47,37,15.16208698,65.2447063,5.600742759,509.3836529,Kacang Tanah
27,44,31,12.32360046,51.23069942,5.958132903,520.9872498,Kacang Tanah
22,56,38,21.23831907,60.24758697,7.562753143,487.0478464,Kacang Tanah
29,56,35,14.59642856,48.30057909,6.067321049,388.8412036,Kacang Tanah
24,48,34,21.80892085,58.4037571,7.487550814,576.0444339,Kacang Tanah
66,28,84,24.70777294,52.59461179,5.749086916,2815.372008,Kakao
75,27,77,23.03592208,60.30195242,5.34285032,2227.995963,Kakao
73,25,55,22.53150656,72.64336806,5.977207393,2611.477091,Kakao
69,25,83,22.67658686,60.18272077,5.732252315,2886.252804,Kakao
95,47,74,23.93065158,73.96310163,5.998061156,2789.247404,Kakao
71,28,75,22.18156318,63.26612752,5.968489281,2956.049568,Kakao
86,42,69,24.87176849,58.32811096,5.984525363,2100.22554,Kakao
93,34,58,24.33038093,56.07565594,5.554319003,2706.363009,Kakao
67,35,79,22.84345839,59.6163333,5.807426262,2394.727917,Kakao
76,48,92,24.08357463,65.16283572,5.846252406,2849.575033,Kakao
97,26,91,22.71145046,56.54134382,5.364684054,2855.713384,Kakao
57,33,74,23.50053057,48.70124904,5.527086512,2014.622207,Kakao
79,48,54,22.70416671,65.89297733,5.460298642,2628.829157,Kakao
66,45,88,24.54210953,62.59638721,5.463001587,2406.831799,Kakao
62,34,77,24.65262842,51.65558794,5.614066446,2806.371334,Kakao
82,44,69,23.47614061,45.56107947,5.302072942,2445.873394,Kakao
75,35,81,24.72300234,54.83695276,5.43220697,2832.712119,Kakao
64,42,86,22.14002547,73.65828668,5.787665499,2335.909421,Kakao
92,26,53,23.37181902,56.72319618,5.795235261,2914.921859,Kakao
75,32,80,24.61572049,70.99851304,5.311807867,2137.168808,Kakao
82,41,89,24.46203333,58.45492173,5.982964669,2954.124332,Kakao
87,46,97,23.61146403,45.26251379,5.551088516,2763.590617,Kakao
56,45,99,22.31186098,75.55042422,5.34946284,2855.090977,Kakao
63,43,66,24.0560827,74.28307388,5.30375836,2523.842685,Kakao
79,36,82,23.89661498,67.02990549,5.447325129,2692.43391,Kakao
66,44,71,24.64238459,55.79147756,5.508735573,2769.043143,Kakao
88,42,54,23.7176384,50.37405772,5.749279325,2471.793183,Kakao
55,31,59,22.40223088,68.49170807,5.44622073,2915.596972,Kakao
56,37,62,23.48923458,64.891432,5.69106446,2866.109269,Kakao
65,32,88,22.40197077,62.50116099,5.93292366,2149.514396,Kakao
75,30,54,22.62131835,61.42770167,5.591169899,2360.203413,Kakao
92,32,59,23.1422833,70.76426197,5.527605582,2422.900801,Kakao
64,34,64,24.46754901,55.96241804,5.31943278,2372.781143,Kakao
86,44,60,23.90565773,62.60234126,5.60173986,2753.375274,Kakao
60,41,76,24.58154715,65.73089777,5.758643856,2043.66952,Kakao
90,48,67,24.37797443,48.5529366,5.715877518,2716.420738,Kakao
53,43,67,24.64028377,79.41148348,5.810910323,2878.306145,Kakao
79,28,87,22.26519868,46.62911276,5.879967246,2802.817907,Kakao
94,36,63,24.23121181,57.48306251,5.518455689,2357.090682,Kakao
77,31,78,23.69895188,49.66966606,5.756035678,2769.31126,Kakao
99,47,95,23.6901507,71.59279886,5.733180703,2959.984555,Kakao
52,27,92,24.81959253,57.77627409,5.730664877,2067.265466,Kakao
99,35,55,23.15518459,53.5120705,5.585248322,2877.085127,Kakao
95,41,83,23.39654286,66.24033296,5.51238944,2907.126423,Kakao
72,42,92,23.38722488,71.23389827,5.321807374,2823.64785,Kakao
85,26,55,22.44665586,79.03614939,5.440306039,2822.67598,Kakao
85,31,90,24.13799792,71.76842827,5.515609086,2978.284638,Kakao
57,26,53,22.04806746,63.26951926,5.634843718,2750.777171,Kakao
63,27,95,24.14835399,62.3045253,5.425364119,2412.566923,Kakao
86,37,82,24.27125194,64.0070326,5.454376898,2801.43475,Kakao
99,40,59,24.25436085,67.45357226,5.61343408,2977.204395,Kakao
92,43,78,23.52828658,75.48177792,5.421426458,2791.396065,Kakao
54,46,73,24.4105267,78.91670596,5.785949504,2764.003308,Kakao
92,38,52,24.64675793,71.74893411,5.935889048,2301.28297,Kakao
59,30,55,22.89986883,66.41636763,5.988216939,2239.39946,Kakao
86,44,55,23.50909176,53.93167986,5.789001528,2728.516836,Kakao
99,40,92,23.72416992,72.18188035,5.708019084,2794.956158,Kakao
87,45,95,22.16638068,63.75769348,5.407278591,2315.01871,Kakao
77,44,57,24.3092069,46.46099865,5.343042919,2908.483936,Kakao
50,40,93,22.98521881,48.0973867,5.913894478,2332.195601,Kakao
63,33,51,24.58270246,58.69320446,5.928272137,2369.24285,Kakao
75,33,92,22.09536168,63.30871096,5.974179388,2730.088329,Kakao
80,50,60,22.61256832,72.47292515,5.498409795,2035.553394,Kakao
84,27,70,24.97782901,73.32184102,5.334077676,2029.992279,Kakao
92,37,62,23.86984295,52.49072511,5.480535953,2374.090151,Kakao
91,32,89,24.87667838,63.21164199,5.424855359,2425.616206,Kakao
56,25,57,23.97230916,70.47929862,5.848580715,2077.487451,Kakao
99,36,51,23.82032287,58.65449578,5.405983946,2718.655692,Kakao
86,31,51,24.97879577,56.45893971,5.804505803,2582.513266,Kakao
90,31,90,24.01477291,74.954684,5.409262359,2237.865536,Kakao
64,34,75,22.25114207,76.95728232,5.558423975,2885.908461,Kakao
70,39,95,22.79061581,50.84619109,5.649417347,2171.836884,Kakao
75,36,51,22.32202758,60.4721215,5.796845242,2688.754755,Kakao
68,49,94,24.03116635,72.80545889,5.767943485,2533.774477,Kakao
98,38,79,24.90002508,56.84495221,5.750787737,2689.579439,Kakao
81,48,73,24.68590175,46.88863541,5.870104417,2062.361829,Kakao
64,48,99,23.54279263,67.75947397,5.699291159,2439.674915,Kakao
54,34,52,23.28499159,46.85091188,5.68834209,2604.552805,Kakao
62,39,90,24.93426378,53.59872445,5.961652344,2253.163832,Kakao
68,40,59,24.17647754,60.55031256,5.695990837,2517.099528,Kakao
55,26,70,24.11751905,58.06002287,5.45712415,2598.728645,Kakao
74,35,71,24.92891207,77.14869608,5.670891458,2869.760733,Kakao
94,28,97,23.0698986,54.96018365,5.556090706,2560.206093,Kakao
53,27,58,23.11754487,69.46341283,5.342639018,2361.868957,Kakao
86,49,86,23.53976233,76.49812396,5.738728598,2441.169254,Kakao
72,42,60,23.73402737,60.29275267,5.619355851,2596.468123,Kakao
73,33,61,22.23168526,63.68016316,5.931836135,2022.526644,Kakao
69,35,71,22.45091731,63.28519528,5.998955576,2241.892797,Kakao
50,40,76,22.30280493,64.55177346,5.98726823,2852.305614,Kakao
90,38,81,24.98729903,73.23447149,5.368984979,2512.855891,Kakao
81,26,65,22.52321219,78.16111223,5.496465119,2711.951181,Kakao
72,33,84,24.84660704,75.34232806,5.372971027,2600.86166,Kakao
83,48,90,22.83755406,58.7574042,5.469930978,2660.315906,Kakao
85,49,100,22.46340551,55.69318074,5.835098159,2164.250248,Kakao
62,39,74,22.66850966,55.73993696,5.413085026,2575.802149,Kakao
94,35,92,23.67345715,51.0085814,5.892786269,2659.932522,Kakao
77,27,84,22.72238024,59.97664011,5.802217055,2103.083118,Kakao
70,26,94,23.91113458,71.9744706,5.643173548,2662.869197,Kakao
88,33,86,23.00749147,62.49190619,5.341725551,2031.757029,Kakao
61,42,97,24.10385942,69.5640818,5.516885459,2057.963826,Kakao
139,58,153,19.11539415,65.48026881,6.578737738,1287.650867,Kelapa Sawit
130,57,140,20.26914127,58.51982725,6.023408066,1456.52723,Kelapa Sawit
156,58,152,21.27079941,51.78165945,6.342069705,1683.730143,Kelapa Sawit
150,46,125,21.22018078,67.34339819,6.581715205,1427.804346,Kelapa Sawit
131,48,159,20.52418994,46.68950079,6.307324131,1523.185269,Kelapa Sawit
158,53,139,19.89609664,65.17064218,5.841622752,1208.562453,Kelapa Sawit
122,47,154,16.13550848,61.47663239,6.236200988,1727.436624,Kelapa Sawit
140,53,159,21.66216196,57.56851294,6.354158803,1756.594401,Kelapa Sawit
154,53,139,21.02933017,47.1767832,5.981539261,1758.192389,Kelapa Sawit
154,43,153,18.61872668,41.10945503,5.885151316,1784.628314,Kelapa Sawit
122,45,120,20.77557533,55.17225884,6.485287464,1686.113536,Kelapa Sawit
122,50,136,17.85609023,63.20169091,6.301048392,1246.34252,Kelapa Sawit
133,57,129,19.25224461,69.48624508,5.716839013,1384.33671,Kelapa Sawit
135,41,136,19.74223956,57.11528504,6.458420545,1666.159967,Kelapa Sawit
121,48,148,21.81008249,67.43628897,6.075122547,1241.706112,Kelapa Sawit
151,41,134,19.23909304,66.74211258,6.00857714,1742.283656,Kelapa Sawit
151,43,144,20.23009055,48.20499498,6.414941507,1311.88957,Kelapa Sawit
158,58,154,16.83441826,44.74222278,6.543644034,1289.429516,Kelapa Sawit
151,49,134,20.17438418,69.59624788,6.275297624,1321.89228,Kelapa Sawit
124,50,152,21.16941658,66.82115105,6.339333078,1665.306262,Kelapa Sawit
141,59,124,21.16242205,42.0080184,6.599867268,1602.367857,Kelapa Sawit
137,57,144,19.24834521,57.49830918,6.245136715,1387.526015,Kelapa Sawit
124,47,121,16.36093858,60.46733843,6.565460479,1526.474187,Kelapa Sawit
139,47,147,20.32650703,41.19208437,5.908098502,1421.778654,Kelapa Sawit
151,57,148,16.5939286,59.32984301,6.217807287,1309.231507,Kelapa Sawit
129,41,136,18.21969295,64.78462621,6.072411704,1340.276884,Kelapa Sawit
126,49,128,19.87913195,40.73399873,6.08137008,1668.932743,Kelapa Sawit
134,43,137,17.64921592,63.94105409,6.522185843,1720.882163,Kelapa Sawit
120,59,134,21.02859336,63.52848749,5.652736993,1321.515166,Kelapa Sawit
122,57,131,19.45088683,52.30700087,5.79865927,1287.740914,Kelapa Sawit
154,56,137,19.28314737,56.55814692,6.567673748,1209.37297,Kelapa Sawit
124,50,131,17.01389061,64.40872961,5.950853411,1264.723588,Kelapa Sawit
146,43,127,20.50819471,46.02927926,6.068472004,1354.915627,Kelapa Sawit
145,55,123,21.80777925,57.93026187,5.748539953,1495.9237,Kelapa Sawit
131,51,149,16.56334489,48.25120984,6.554895867,1365.170556,Kelapa Sawit
133,44,143,19.05660751,62.38935955,5.838827962,1358.144956,Kelapa Sawit
145,41,148,16.65142321,40.1872997,5.964314448,1205.840078,Kelapa Sawit
145,55,128,18.84400746,40.37532812,6.091991297,1358.025326,Kelapa Sawit
122,55,159,17.5590467,41.62767501,5.827323311,1467.130577,Kelapa Sawit
132,54,121,19.46591533,63.62765535,6.405257979,1496.338241,Kelapa Sawit
124,54,138,17.90538203,60.57161163,6.186924014,1664.985304,Kelapa Sawit
124,48,135,21.32144706,41.22530777,6.097514515,1768.314798,Kelapa Sawit
130,55,155,19.32843213,68.33747266,5.790385477,1418.741627,Kelapa Sawit
136,47,137,20.71937392,51.63072801,5.96120034,1217.825006,Kelapa Sawit
142,41,130,16.17694033,46.01386924,6.164813099,1372.579792,Kelapa Sawit
153,45,157,20.76942208,41.14012599,5.988172193,1563.481443,Kelapa Sawit
149,41,154,20.87694283,59.66924017,5.931225805,1311.122236,Kelapa Sawit
151,47,144,21.00218437,49.94749553,6.224493039,1664.57608,Kelapa Sawit
151,58,126,18.04658234,69.72408186,5.844642801,1221.866947,Kelapa Sawit
145,59,150,20.18418906,42.78143124,6.147713291,1303.478812,Kelapa Sawit
147,42,152,17.57435222,43.93344196,6.200213065,1367.138189,Kelapa Sawit
128,57,131,20.75996751,53.65966075,6.288627245,1631.662611,Kelapa Sawit
152,46,141,21.48766909,65.44962089,5.992223595,1450.963429,Kelapa Sawit
126,49,120,18.82886305,55.02157189,6.348163172,1385.697447,Kelapa Sawit
138,44,133,21.44482012,67.38437557,5.809829975,1658.844754,Kelapa Sawit
157,52,123,19.50928909,64.98130284,5.813524194,1785.257601,Kelapa Sawit
143,49,151,18.70202487,54.72551521,5.921329227,1273.588875,Kelapa Sawit
145,58,127,20.02617136,62.61998397,5.9898661,1446.410284,Kelapa Sawit
152,56,138,17.54174108,58.32688648,6.186162141,1482.904807,Kelapa Sawit
132,57,132,17.03332395,56.01371671,6.452556834,1389.580365,Kelapa Sawit
125,52,125,21.77410019,41.7827167,5.957198638,1769.644872,Kelapa Sawit
135,48,158,19.36425253,42.06191911,6.125143131,1205.849585,Kelapa Sawit
125,42,158,19.43221363,48.07695178,5.635635518,1532.341301,Kelapa Sawit
154,57,159,16.43556178,68.4087888,6.430828324,1465.227735,Kelapa Sawit
159,42,151,18.1408001,42.70763871,6.144516213,1677.608326,Kelapa Sawit
158,59,148,19.25281279,56.98108839,6.056589926,1503.380918,Kelapa Sawit
145,53,129,18.71288208,45.00001183,5.635484847,1507.271272,Kelapa Sawit
135,44,155,21.91009552,68.20904862,5.962566316,1385.37001,Kelapa Sawit
